1.00%,Tolerance,,,,,,
Value,Description,MFG #1,P/N #1,MFG #2,P/N #2,MFG #3,P/N #3
63K4,"Res, 63K4 Ohm, 61K9, 62.5mW, R0402",Yageo,RC0402FR-0763K4L,Panasonic,ERJ-U02F6342X,Koa-Speer,RK73H1ETTP6342F
64K9,"Res, 64K9 Ohm, 63K4, 62.5mW, R0402",Yageo,RC0402FR-0764K9L,Panasonic,ERJ-U02F6492X,Koa-Speer,RK73H1ETTP6492F
66K5,"Res, 66K5 Ohm, 64K9, 62.5mW, R0402",Yageo,RC0402FR-0766K5L,Panasonic,ERJ-U02F6652X,Koa-Speer,RK73H1ETTP6652F
68K1,"Res, 68K1 Ohm, 66K5, 62.5mW, R0402",Yageo,RC0402FR-0768K1L,Panasonic,ERJ-U02F6812X,Koa-Speer,RK73H1ETTP6812F
69K8,"Res, 69K8 Ohm, 68K1, 62.5mW, R0402",Yageo,RC0402FR-0769K8L,Panasonic,ERJ-U02F6982X,Koa-Speer,RK73H1ETTP6982F
71K5,"Res, 71K5 Ohm, 69K8, 62.5mW, R0402",Yageo,RC0402FR-0771K5L,Panasonic,ERJ-U02F7152X,Koa-Speer,RK73H1ETTP7152F
73K2,"Res, 73K2 Ohm, 71K5, 62.5mW, R0402",Yageo,RC0402FR-0773K2L,Panasonic,ERJ-U02F7322X,Koa-Speer,RK73H1ETTP7322F
75K,"Res, 75K Ohm, 73K2, 62.5mW, R0402",Yageo,RC0402FR-0775KL,Panasonic,ERJ-U02F7502X,Koa-Speer,RK73H1ETTP7502F
76K8,"Res, 76K8 Ohm, 75K, 62.5mW, R0402",Yageo,RC0402FR-0776K8L,Panasonic,ERJ-U02F7682X,Koa-Speer,RK73H1ETTP7682F
78K7,"Res, 78K7 Ohm, 76K8, 62.5mW, R0402",Yageo,RC0402FR-0778K7L,Panasonic,ERJ-U02F7872X,Koa-Speer,RK73H1ETTP7872F
80K6,"Res, 80K6 Ohm, 78K7, 62.5mW, R0402",Yageo,RC0402FR-0780K6L,Panasonic,ERJ-U02F8062X,Koa-Speer,RK73H1ETTP8062F
82K5,"Res, 82K5 Ohm, 80K6, 62.5mW, R0402",Yageo,RC0402FR-0782K5L,Panasonic,ERJ-U02F8252X,Koa-Speer,RK73H1ETTP8252F
84K5,"Res, 84K5 Ohm, 82K5, 62.5mW, R0402",Yageo,RC0402FR-0784K5L,Panasonic,ERJ-U02F8452X,Koa-Speer,RK73H1ETTP8452F
86K6,"Res, 86K6 Ohm, 84K5, 62.5mW, R0402",Yageo,RC0402FR-0786K6L,Panasonic,ERJ-U02F8662X,Koa-Speer,RK73H1ETTP8662F
88K7,"Res, 88K7 Ohm, 86K6, 62.5mW, R0402",Yageo,RC0402FR-0788K7L,Panasonic,ERJ-U02F8872X,Koa-Speer,RK73H1ETTP8872F
90K9,"Res, 90K9 Ohm, 88K7, 62.5mW, R0402",Yageo,RC0402FR-0790K9L,Panasonic,ERJ-U02F9092X,Koa-Speer,RK73H1ETTP9092F
93K1,"Res, 93K1 Ohm, 90K9, 62.5mW, R0402",Yageo,RC0402FR-0793K1L,Panasonic,ERJ-U02F9312X,Koa-Speer,RK73H1ETTP9312F
95K3,"Res, 95K3 Ohm, 93K1, 62.5mW, R0402",Yageo,RC0402FR-0795K3L,Panasonic,ERJ-U02F9532X,Koa-Speer,RK73H1ETTP9532F
97K6,"Res, 97K6 Ohm, 95K3, 62.5mW, R0402",Yageo,RC0402FR-0797K6L,Panasonic,ERJ-U02F9762X,Koa-Speer,RK73H1ETTP9762F
100K,"Res, 100K Ohm, 97K6, 62.5mW, R0402",Yageo,RC0402FR-07100KL,Panasonic,ERJ-U02F1003X,Koa-Speer,RK73H1ETTP1003F
102K,"Res, 102K Ohm, 100K, 62.5mW, R0402",Yageo,RC0402FR-07102KL,Panasonic,ERJ-U02F1023X,Koa-Speer,RK73H1ETTP1023F
105K,"Res, 105K Ohm, 102K, 62.5mW, R0402",Yageo,RC0402FR-07105KL,Panasonic,ERJ-U02F1053X,Koa-Speer,RK73H1ETTP1053F
107K,"Res, 107K Ohm, 105K, 62.5mW, R0402",Yageo,RC0402FR-07107KL,Panasonic,ERJ-U02F1073X,Koa-Speer,RK73H1ETTP1073F
110K,"Res, 110K Ohm, 107K, 62.5mW, R0402",Yageo,RC0402FR-07110KL,Panasonic,ERJ-U02F1103X,Koa-Speer,RK73H1ETTP1103F
113K,"Res, 113K Ohm, 110K, 62.5mW, R0402",Yageo,RC0402FR-07113KL,Panasonic,ERJ-U02F1133X,Koa-Speer,RK73H1ETTP1133F
115K,"Res, 115K Ohm, 113K, 62.5mW, R0402",Yageo,RC0402FR-07115KL,Panasonic,ERJ-U02F1153X,Koa-Speer,RK73H1ETTP1153F
118K,"Res, 118K Ohm, 115K, 62.5mW, R0402",Yageo,RC0402FR-07118KL,Panasonic,ERJ-U02F1183X,Koa-Speer,RK73H1ETTP1183F
121K,"Res, 121K Ohm, 118K, 62.5mW, R0402",Yageo,RC0402FR-07121KL,Panasonic,ERJ-U02F1213X,Koa-Speer,RK73H1ETTP1213F
124K,"Res, 124K Ohm, 121K, 62.5mW, R0402",Yageo,RC0402FR-07124KL,Panasonic,ERJ-U02F1243X,Koa-Speer,RK73H1ETTP1243F
127K,"Res, 127K Ohm, 124K, 62.5mW, R0402",Yageo,RC0402FR-07127KL,Panasonic,ERJ-U02F1273X,Koa-Speer,RK73H1ETTP1273F
130K,"Res, 130K Ohm, 127K, 62.5mW, R0402",Yageo,RC0402FR-07130KL,Panasonic,ERJ-U02F1303X,Koa-Speer,RK73H1ETTP1303F
133K,"Res, 133K Ohm, 130K, 62.5mW, R0402",Yageo,RC0402FR-07133KL,Panasonic,ERJ-U02F1333X,Koa-Speer,RK73H1ETTP1333F
137K,"Res, 137K Ohm, 133K, 62.5mW, R0402",Yageo,RC0402FR-07137KL,Panasonic,ERJ-U02F1373X,Koa-Speer,RK73H1ETTP1373F
140K,"Res, 140K Ohm, 137K, 62.5mW, R0402",Yageo,RC0402FR-07140KL,Panasonic,ERJ-U02F1403X,Koa-Speer,RK73H1ETTP1403F
143K,"Res, 143K Ohm, 140K, 62.5mW, R0402",Yageo,RC0402FR-07143KL,Panasonic,ERJ-U02F1433X,Koa-Speer,RK73H1ETTP1433F
147K,"Res, 147K Ohm, 143K, 62.5mW, R0402",Yageo,RC0402FR-07147KL,Panasonic,ERJ-U02F1473X,Koa-Speer,RK73H1ETTP1473F
150K,"Res, 150K Ohm, 147K, 62.5mW, R0402",Yageo,RC0402FR-07150KL,Panasonic,ERJ-U02F1503X,Koa-Speer,RK73H1ETTP1503F
154K,"Res, 154K Ohm, 150K, 62.5mW, R0402",Yageo,RC0402FR-07154KL,Panasonic,ERJ-U02F1543X,Koa-Speer,RK73H1ETTP1543F
158K,"Res, 158K Ohm, 154K, 62.5mW, R0402",Yageo,RC0402FR-07158KL,Panasonic,ERJ-U02F1583X,Koa-Speer,RK73H1ETTP1583F
162K,"Res, 162K Ohm, 158K, 62.5mW, R0402",Yageo,RC0402FR-07162KL,Panasonic,ERJ-U02F1623X,Koa-Speer,RK73H1ETTP1623F
165K,"Res, 165K Ohm, 162K, 62.5mW, R0402",Yageo,RC0402FR-07165KL,Panasonic,ERJ-U02F1653X,Koa-Speer,RK73H1ETTP1653F
169K,"Res, 169K Ohm, 165K, 62.5mW, R0402",Yageo,RC0402FR-07169KL,Panasonic,ERJ-U02F1693X,Koa-Speer,RK73H1ETTP1693F
174K,"Res, 174K Ohm, 169K, 62.5mW, R0402",Yageo,RC0402FR-07174KL,Panasonic,ERJ-U02F1743X,Koa-Speer,RK73H1ETTP1743F
178K,"Res, 178K Ohm, 174K, 62.5mW, R0402",Yageo,RC0402FR-07178KL,Panasonic,ERJ-U02F1783X,Koa-Speer,RK73H1ETTP1783F
182K,"Res, 182K Ohm, 178K, 62.5mW, R0402",Yageo,RC0402FR-07182KL,Panasonic,ERJ-U02F1823X,Koa-Speer,RK73H1ETTP1823F
187K,"Res, 187K Ohm, 182K, 62.5mW, R0402",Yageo,RC0402FR-07187KL,Panasonic,ERJ-U02F1873X,Koa-Speer,RK73H1ETTP1873F
191K,"Res, 191K Ohm, 187K, 62.5mW, R0402",Yageo,RC0402FR-07191KL,Panasonic,ERJ-U02F1913X,Koa-Speer,RK73H1ETTP1913F
196K,"Res, 196K Ohm, 191K, 62.5mW, R0402",Yageo,RC0402FR-07196KL,Panasonic,ERJ-U02F1963X,Koa-Speer,RK73H1ETTP1963F
200K,"Res, 200K Ohm, 196K, 62.5mW, R0402",Yageo,RC0402FR-07200KL,Panasonic,ERJ-U02F2003X,Koa-Speer,RK73H1ETTP2003F
205K,"Res, 205K Ohm, 200K, 62.5mW, R0402",Yageo,RC0402FR-07205KL,Panasonic,ERJ-U02F2053X,Koa-Speer,RK73H1ETTP2053F
210K,"Res, 210K Ohm, 205K, 62.5mW, R0402",Yageo,RC0402FR-07210KL,Panasonic,ERJ-U02F2103X,Koa-Speer,RK73H1ETTP2103F
215K,"Res, 215K Ohm, 210K, 62.5mW, R0402",Yageo,RC0402FR-07215KL,Panasonic,ERJ-U02F2153X,Koa-Speer,RK73H1ETTP2153F
221K,"Res, 221K Ohm, 215K, 62.5mW, R0402",Yageo,RC0402FR-07221KL,Panasonic,ERJ-U02F2213X,Koa-Speer,RK73H1ETTP2213F
226K,"Res, 226K Ohm, 221K, 62.5mW, R0402",Yageo,RC0402FR-07226KL,Panasonic,ERJ-U02F2263X,Koa-Speer,RK73H1ETTP2263F
232K,"Res, 232K Ohm, 226K, 62.5mW, R0402",Yageo,RC0402FR-07232KL,Panasonic,ERJ-U02F2323X,Koa-Speer,RK73H1ETTP2323F
237K,"Res, 237K Ohm, 232K, 62.5mW, R0402",Yageo,RC0402FR-07237KL,Panasonic,ERJ-U02F2373X,Koa-Speer,RK73H1ETTP2373F
243K,"Res, 243K Ohm, 237K, 62.5mW, R0402",Yageo,RC0402FR-07243KL,Panasonic,ERJ-U02F2433X,Koa-Speer,RK73H1ETTP2433F
249K,"Res, 249K Ohm, 243K, 62.5mW, R0402",Yageo,RC0402FR-07249KL,Panasonic,ERJ-U02F2493X,Koa-Speer,RK73H1ETTP2493F
255K,"Res, 255K Ohm, 249K, 62.5mW, R0402",Yageo,RC0402FR-07255KL,Panasonic,ERJ-U02F2553X,Koa-Speer,RK73H1ETTP2553F
261K,"Res, 261K Ohm, 255K, 62.5mW, R0402",Yageo,RC0402FR-07261KL,Panasonic,ERJ-U02F2613X,Koa-Speer,RK73H1ETTP2613F
267K,"Res, 267K Ohm, 261K, 62.5mW, R0402",Yageo,RC0402FR-07267KL,Panasonic,ERJ-U02F2673X,Koa-Speer,RK73H1ETTP2673F
274K,"Res, 274K Ohm, 267K, 62.5mW, R0402",Yageo,RC0402FR-07274KL,Panasonic,ERJ-U02F2743X,Koa-Speer,RK73H1ETTP2743F
280K,"Res, 280K Ohm, 274K, 62.5mW, R0402",Yageo,RC0402FR-07280KL,Panasonic,ERJ-U02F2803X,Koa-Speer,RK73H1ETTP2803F
287K,"Res, 287K Ohm, 280K, 62.5mW, R0402",Yageo,RC0402FR-07287KL,Panasonic,ERJ-U02F2873X,Koa-Speer,RK73H1ETTP2873F
294K,"Res, 294K Ohm, 287K, 62.5mW, R0402",Yageo,RC0402FR-07294KL,Panasonic,ERJ-U02F2943X,Koa-Speer,RK73H1ETTP2943F
301K,"Res, 301K Ohm, 294K, 62.5mW, R0402",Yageo,RC0402FR-07301KL,Panasonic,ERJ-U02F3013X,Koa-Speer,RK73H1ETTP3013F
309K,"Res, 309K Ohm, 301K, 62.5mW, R0402",Yageo,RC0402FR-07309KL,Panasonic,ERJ-U02F3093X,Koa-Speer,RK73H1ETTP3093F
316K,"Res, 316K Ohm, 309K, 62.5mW, R0402",Yageo,RC0402FR-07316KL,Panasonic,ERJ-U02F3163X,Koa-Speer,RK73H1ETTP3163F
324K,"Res, 324K Ohm, 316K, 62.5mW, R0402",Yageo,RC0402FR-07324KL,Panasonic,ERJ-U02F3243X,Koa-Speer,RK73H1ETTP3243F
332K,"Res, 332K Ohm, 324K, 62.5mW, R0402",Yageo,RC0402FR-07332KL,Panasonic,ERJ-U02F3323X,Koa-Speer,RK73H1ETTP3323F
340K,"Res, 340K Ohm, 332K, 62.5mW, R0402",Yageo,RC0402FR-07340KL,Panasonic,ERJ-U02F3403X,Koa-Speer,RK73H1ETTP3403F
348K,"Res, 348K Ohm, 340K, 62.5mW, R0402",Yageo,RC0402FR-07348KL,Panasonic,ERJ-U02F3483X,Koa-Speer,RK73H1ETTP3483F
357K,"Res, 357K Ohm, 348K, 62.5mW, R0402",Yageo,RC0402FR-07357KL,Panasonic,ERJ-U02F3573X,Koa-Speer,RK73H1ETTP3573F
365K,"Res, 365K Ohm, 357K, 62.5mW, R0402",Yageo,RC0402FR-07365KL,Panasonic,ERJ-U02F3653X,Koa-Speer,RK73H1ETTP3653F
374K,"Res, 374K Ohm, 365K, 62.5mW, R0402",Yageo,RC0402FR-07374KL,Panasonic,ERJ-U02F3743X,Koa-Speer,RK73H1ETTP3743F
383K,"Res, 383K Ohm, 374K, 62.5mW, R0402",Yageo,RC0402FR-07383KL,Panasonic,ERJ-U02F3833X,Koa-Speer,RK73H1ETTP3833F
392K,"Res, 392K Ohm, 383K, 62.5mW, R0402",Yageo,RC0402FR-07392KL,Panasonic,ERJ-U02F3923X,Koa-Speer,RK73H1ETTP3923F
402K,"Res, 402K Ohm, 392K, 62.5mW, R0402",Yageo,RC0402FR-07402KL,Panasonic,ERJ-U02F4023X,Koa-Speer,RK73H1ETTP4023F
412K,"Res, 412K Ohm, 402K, 62.5mW, R0402",Yageo,RC0402FR-07412KL,Panasonic,ERJ-U02F4123X,Koa-Speer,RK73H1ETTP4123F
422K,"Res, 422K Ohm, 412K, 62.5mW, R0402",Yageo,RC0402FR-07422KL,Panasonic,ERJ-U02F4223X,Koa-Speer,RK73H1ETTP4223F
432K,"Res, 432K Ohm, 422K, 62.5mW, R0402",Yageo,RC0402FR-07432KL,Panasonic,ERJ-U02F4323X,Koa-Speer,RK73H1ETTP4323F
442K,"Res, 442K Ohm, 432K, 62.5mW, R0402",Yageo,RC0402FR-07442KL,Panasonic,ERJ-U02F4423X,Koa-Speer,RK73H1ETTP4423F
453K,"Res, 453K Ohm, 442K, 62.5mW, R0402",Yageo,RC0402FR-07453KL,Panasonic,ERJ-U02F4533X,Koa-Speer,RK73H1ETTP4533F
464K,"Res, 464K Ohm, 453K, 62.5mW, R0402",Yageo,RC0402FR-07464KL,Panasonic,ERJ-U02F4643X,Koa-Speer,RK73H1ETTP4643F
475K,"Res, 475K Ohm, 464K, 62.5mW, R0402",Yageo,RC0402FR-07475KL,Panasonic,ERJ-U02F4753X,Koa-Speer,RK73H1ETTP4753F
487K,"Res, 487K Ohm, 475K, 62.5mW, R0402",Yageo,RC0402FR-07487KL,Panasonic,ERJ-U02F4873X,Koa-Speer,RK73H1ETTP4873F
499K,"Res, 499K Ohm, 487K, 62.5mW, R0402",Yageo,RC0402FR-07499KL,Panasonic,ERJ-U02F4993X,Koa-Speer,RK73H1ETTP4993F
511K,"Res, 511K Ohm, 499K, 62.5mW, R0402",Yageo,RC0402FR-07511KL,Panasonic,ERJ-U02F5113X,Koa-Speer,RK73H1ETTP5113F
523K,"Res, 523K Ohm, 511K, 62.5mW, R0402",Yageo,RC0402FR-07523KL,Panasonic,ERJ-U02F5233X,Koa-Speer,RK73H1ETTP5233F
536K,"Res, 536K Ohm, 523K, 62.5mW, R0402",Yageo,RC0402FR-07536KL,Panasonic,ERJ-U02F5363X,Koa-Speer,RK73H1ETTP5363F
549K,"Res, 549K Ohm, 536K, 62.5mW, R0402",Yageo,RC0402FR-07549KL,Panasonic,ERJ-U02F5493X,Koa-Speer,RK73H1ETTP5493F
562K,"Res, 562K Ohm, 549K, 62.5mW, R0402",Yageo,RC0402FR-07562KL,Panasonic,ERJ-U02F5623X,Koa-Speer,RK73H1ETTP5623F
576K,"Res, 576K Ohm, 562K, 62.5mW, R0402",Yageo,RC0402FR-07576KL,Panasonic,ERJ-U02F5763X,Koa-Speer,RK73H1ETTP5763F
590K,"Res, 590K Ohm, 576K, 62.5mW, R0402",Yageo,RC0402FR-07590KL,Panasonic,ERJ-U02F5903X,Koa-Speer,RK73H1ETTP5903F
604K,"Res, 604K Ohm, 590K, 62.5mW, R0402",Yageo,RC0402FR-07604KL,Panasonic,ERJ-U02F6043X,Koa-Speer,RK73H1ETTP6043F
619K,"Res, 619K Ohm, 604K, 62.5mW, R0402",Yageo,RC0402FR-07619KL,Panasonic,ERJ-U02F6193X,Koa-Speer,RK73H1ETTP6193F
634K,"Res, 634K Ohm, 619K, 62.5mW, R0402",Yageo,RC0402FR-07634KL,Panasonic,ERJ-U02F6343X,Koa-Speer,RK73H1ETTP6343F
649K,"Res, 649K Ohm, 634K, 62.5mW, R0402",Yageo,RC0402FR-07649KL,Panasonic,ERJ-U02F6493X,Koa-Speer,RK73H1ETTP6493F
665K,"Res, 665K Ohm, 649K, 62.5mW, R0402",Yageo,RC0402FR-07665KL,Panasonic,ERJ-U02F6653X,Koa-Speer,RK73H1ETTP6653F
681K,"Res, 681K Ohm, 665K, 62.5mW, R0402",Yageo,RC0402FR-07681KL,Panasonic,ERJ-U02F6813X,Koa-Speer,RK73H1ETTP6813F
698K,"Res, 698K Ohm, 681K, 62.5mW, R0402",Yageo,RC0402FR-07698KL,Panasonic,ERJ-U02F6983X,Koa-Speer,RK73H1ETTP6983F
715K,"Res, 715K Ohm, 698K, 62.5mW, R0402",Yageo,RC0402FR-07715KL,Panasonic,ERJ-U02F7153X,Koa-Speer,RK73H1ETTP7153F
732K,"Res, 732K Ohm, 715K, 62.5mW, R0402",Yageo,RC0402FR-07732KL,Panasonic,ERJ-U02F7323X,Koa-Speer,RK73H1ETTP7323F
750K,"Res, 750K Ohm, 732K, 62.5mW, R0402",Yageo,RC0402FR-07750KL,Panasonic,ERJ-U02F7503X,Koa-Speer,RK73H1ETTP7503F
768K,"Res, 768K Ohm, 750K, 62.5mW, R0402",Yageo,RC0402FR-07768KL,Panasonic,ERJ-U02F7683X,Koa-Speer,RK73H1ETTP7683F
787K,"Res, 787K Ohm, 768K, 62.5mW, R0402",Yageo,RC0402FR-07787KL,Panasonic,ERJ-U02F7873X,Koa-Speer,RK73H1ETTP7873F
806K,"Res, 806K Ohm, 787K, 62.5mW, R0402",Yageo,RC0402FR-07806KL,Panasonic,ERJ-U02F8063X,Koa-Speer,RK73H1ETTP8063F
825K,"Res, 825K Ohm, 806K, 62.5mW, R0402",Yageo,RC0402FR-07825KL,Panasonic,ERJ-U02F8253X,Koa-Speer,RK73H1ETTP8253F
845K,"Res, 845K Ohm, 825K, 62.5mW, R0402",Yageo,RC0402FR-07845KL,Panasonic,ERJ-U02F8453X,Koa-Speer,RK73H1ETTP8453F
866K,"Res, 866K Ohm, 845K, 62.5mW, R0402",Yageo,RC0402FR-07866KL,Panasonic,ERJ-U02F8663X,Koa-Speer,RK73H1ETTP8663F
887K,"Res, 887K Ohm, 866K, 62.5mW, R0402",Yageo,RC0402FR-07887KL,Panasonic,ERJ-U02F8873X,Koa-Speer,RK73H1ETTP8873F
909K,"Res, 909K Ohm, 887K, 62.5mW, R0402",Yageo,RC0402FR-07909KL,Panasonic,ERJ-U02F9093X,Koa-Speer,RK73H1ETTP9093F
931K,"Res, 931K Ohm, 909K, 62.5mW, R0402",Yageo,RC0402FR-07931KL,Panasonic,ERJ-U02F9313X,Koa-Speer,RK73H1ETTP9313F
953K,"Res, 953K Ohm, 931K, 62.5mW, R0402",Yageo,RC0402FR-07953KL,Panasonic,ERJ-U02F9533X,Koa-Speer,RK73H1ETTP9533F
976K,"Res, 976K Ohm, 953K, 62.5mW, R0402",Yageo,RC0402FR-07976KL,Panasonic,ERJ-U02F9763X,Koa-Speer,RK73H1ETTP9763F
1M,"Res, 1M Ohm, 976K, 62.5mW, R0402",Yageo,RC0402FR-071ML,Panasonic,ERJ-U02F1004X,Koa-Speer,RK73H1ETTP1004F
