1.00%,Tolerance,,,,,,
Value,Description,MFG #1,P/N #1,MFG #2,P/N #2,MFG #3,P/N #3
1K74,"Res, 1K74 Ohm, 1K69, 50mW, R0201",Yageo,RC0100FR-071K74L,Panasonic,ERJ-1GMF1741C,Koa-Speer,RK73H1HTTC1741F
1K78,"Res, 1K78 Ohm, 1K74, 50mW, R0201",Yageo,RC0100FR-071K78L,Panasonic,ERJ-1GMF1781C,Koa-Speer,RK73H1HTTC1781F
1K82,"Res, 1K82 Ohm, 1K78, 50mW, R0201",Yageo,RC0100FR-071K82L,Panasonic,ERJ-1GMF1821C,Koa-Speer,RK73H1HTTC1821F
1K87,"Res, 1K87 Ohm, 1K82, 50mW, R0201",Yageo,RC0100FR-071K87L,Panasonic,ERJ-1GMF1871C,Koa-Speer,RK73H1HTTC1871F
1K91,"Res, 1K91 Ohm, 1K87, 50mW, R0201",Yageo,RC0100FR-071K91L,Panasonic,ERJ-1GMF1911C,Koa-Speer,RK73H1HTTC1911F
1K96,"Res, 1K96 Ohm, 1K91, 50mW, R0201",Yageo,RC0100FR-071K96L,Panasonic,ERJ-1GMF1961C,Koa-Speer,RK73H1HTTC1961F
2K,"Res, 2K Ohm, 1K96, 50mW, R0201",Yageo,RC0100FR-072KL,Panasonic,ERJ-1GMF2001C,Koa-Speer,RK73H1HTTC2001F
2K05,"Res, 2K05 Ohm, 2K, 50mW, R0201",Yageo,RC0100FR-072K05L,Panasonic,ERJ-1GMF2051C,Koa-Speer,RK73H1HTTC2051F
2K1,"Res, 2K1 Ohm, 2K05, 50mW, R0201",Yageo,RC0100FR-072K1L,Panasonic,ERJ-1GMF2101C,Koa-Speer,RK73H1HTTC2101F
2K15,"Res, 2K15 Ohm, 2K1, 50mW, R0201",Yageo,RC0100FR-072K15L,Panasonic,ERJ-1GMF2151C,Koa-Speer,RK73H1HTTC2151F
2K21,"Res, 2K21 Ohm, 2K15, 50mW, R0201",Yageo,RC0100FR-072K21L,Panasonic,ERJ-1GMF2211C,Koa-Speer,RK73H1HTTC2211F
2K26,"Res, 2K26 Ohm, 2K21, 50mW, R0201",Yageo,RC0100FR-072K26L,Panasonic,ERJ-1GMF2261C,Koa-Speer,RK73H1HTTC2261F
2K32,"Res, 2K32 Ohm, 2K26, 50mW, R0201",Yageo,RC0100FR-072K32L,Panasonic,ERJ-1GMF2321C,Koa-Speer,RK73H1HTTC2321F
2K37,"Res, 2K37 Ohm, 2K32, 50mW, R0201",Yageo,RC0100FR-072K37L,Panasonic,ERJ-1GMF2371C,Koa-Speer,RK73H1HTTC2371F
2K43,"Res, 2K43 Ohm, 2K37, 50mW, R0201",Yageo,RC0100FR-072K43L,Panasonic,ERJ-1GMF2431C,Koa-Speer,RK73H1HTTC2431F
2K49,"Res, 2K49 Ohm, 2K43, 50mW, R0201",Yageo,RC0100FR-072K49L,Panasonic,ERJ-1GMF2491C,Koa-Speer,RK73H1HTTC2491F
2K55,"Res, 2K55 Ohm, 2K49, 50mW, R0201",Yageo,RC0100FR-072K55L,Panasonic,ERJ-1GMF2551C,Koa-Speer,RK73H1HTTC2551F
2K61,"Res, 2K61 Ohm, 2K55, 50mW, R0201",Yageo,RC0100FR-072K61L,Panasonic,ERJ-1GMF2611C,Koa-Speer,RK73H1HTTC2611F
2K67,"Res, 2K67 Ohm, 2K61, 50mW, R0201",Yageo,RC0100FR-072K67L,Panasonic,ERJ-1GMF2671C,Koa-Speer,RK73H1HTTC2671F
2K74,"Res, 2K74 Ohm, 2K67, 50mW, R0201",Yageo,RC0100FR-072K74L,Panasonic,ERJ-1GMF2741C,Koa-Speer,RK73H1HTTC2741F
2K8,"Res, 2K8 Ohm, 2K74, 50mW, R0201",Yageo,RC0100FR-072K8L,Panasonic,ERJ-1GMF2801C,Koa-Speer,RK73H1HTTC2801F
2K87,"Res, 2K87 Ohm, 2K8, 50mW, R0201",Yageo,RC0100FR-072K87L,Panasonic,ERJ-1GMF2871C,Koa-Speer,RK73H1HTTC2871F
2K94,"Res, 2K94 Ohm, 2K87, 50mW, R0201",Yageo,RC0100FR-072K94L,Panasonic,ERJ-1GMF2941C,Koa-Speer,RK73H1HTTC2941F
3K01,"Res, 3K01 Ohm, 2K94, 50mW, R0201",Yageo,RC0100FR-073K01L,Panasonic,ERJ-1GMF3011C,Koa-Speer,RK73H1HTTC3011F
3K09,"Res, 3K09 Ohm, 3K01, 50mW, R0201",Yageo,RC0100FR-073K09L,Panasonic,ERJ-1GMF3091C,Koa-Speer,RK73H1HTTC3091F
3K16,"Res, 3K16 Ohm, 3K09, 50mW, R0201",Yageo,RC0100FR-073K16L,Panasonic,ERJ-1GMF3161C,Koa-Speer,RK73H1HTTC3161F
3K24,"Res, 3K24 Ohm, 3K16, 50mW, R0201",Yageo,RC0100FR-073K24L,Panasonic,ERJ-1GMF3241C,Koa-Speer,RK73H1HTTC3241F
3K32,"Res, 3K32 Ohm, 3K24, 50mW, R0201",Yageo,RC0100FR-073K32L,Panasonic,ERJ-1GMF3321C,Koa-Speer,RK73H1HTTC3321F
3K4,"Res, 3K4 Ohm, 3K32, 50mW, R0201",Yageo,RC0100FR-073K4L,Panasonic,ERJ-1GMF3401C,Koa-Speer,RK73H1HTTC3401F
3K48,"Res, 3K48 Ohm, 3K4, 50mW, R0201",Yageo,RC0100FR-073K48L,Panasonic,ERJ-1GMF3481C,Koa-Speer,RK73H1HTTC3481F
3K57,"Res, 3K57 Ohm, 3K48, 50mW, R0201",Yageo,RC0100FR-073K57L,Panasonic,ERJ-1GMF3571C,Koa-Speer,RK73H1HTTC3571F
3K65,"Res, 3K65 Ohm, 3K57, 50mW, R0201",Yageo,RC0100FR-073K65L,Panasonic,ERJ-1GMF3651C,Koa-Speer,RK73H1HTTC3651F
3K74,"Res, 3K74 Ohm, 3K65, 50mW, R0201",Yageo,RC0100FR-073K74L,Panasonic,ERJ-1GMF3741C,Koa-Speer,RK73H1HTTC3741F
3K83,"Res, 3K83 Ohm, 3K74, 50mW, R0201",Yageo,RC0100FR-073K83L,Panasonic,ERJ-1GMF3831C,Koa-Speer,RK73H1HTTC3831F
3K92,"Res, 3K92 Ohm, 3K83, 50mW, R0201",Yageo,RC0100FR-073K92L,Panasonic,ERJ-1GMF3921C,Koa-Speer,RK73H1HTTC3921F
4K02,"Res, 4K02 Ohm, 3K92, 50mW, R0201",Yageo,RC0100FR-074K02L,Panasonic,ERJ-1GMF4021C,Koa-Speer,RK73H1HTTC4021F
4K12,"Res, 4K12 Ohm, 4K02, 50mW, R0201",Yageo,RC0100FR-074K12L,Panasonic,ERJ-1GMF4121C,Koa-Speer,RK73H1HTTC4121F
4K22,"Res, 4K22 Ohm, 4K12, 50mW, R0201",Yageo,RC0100FR-074K22L,Panasonic,ERJ-1GMF4221C,Koa-Speer,RK73H1HTTC4221F
4K32,"Res, 4K32 Ohm, 4K22, 50mW, R0201",Yageo,RC0100FR-074K32L,Panasonic,ERJ-1GMF4321C,Koa-Speer,RK73H1HTTC4321F
4K42,"Res, 4K42 Ohm, 4K32, 50mW, R0201",Yageo,RC0100FR-074K42L,Panasonic,ERJ-1GMF4421C,Koa-Speer,RK73H1HTTC4421F
4K53,"Res, 4K53 Ohm, 4K42, 50mW, R0201",Yageo,RC0100FR-074K53L,Panasonic,ERJ-1GMF4531C,Koa-Speer,RK73H1HTTC4531F
4K64,"Res, 4K64 Ohm, 4K53, 50mW, R0201",Yageo,RC0100FR-074K64L,Panasonic,ERJ-1GMF4641C,Koa-Speer,RK73H1HTTC4641F
4K75,"Res, 4K75 Ohm, 4K64, 50mW, R0201",Yageo,RC0100FR-074K75L,Panasonic,ERJ-1GMF4751C,Koa-Speer,RK73H1HTTC4751F
4K87,"Res, 4K87 Ohm, 4K75, 50mW, R0201",Yageo,RC0100FR-074K87L,Panasonic,ERJ-1GMF4871C,Koa-Speer,RK73H1HTTC4871F
4K99,"Res, 4K99 Ohm, 4K87, 50mW, R0201",Yageo,RC0100FR-074K99L,Panasonic,ERJ-1GMF4991C,Koa-Speer,RK73H1HTTC4991F
5K11,"Res, 5K11 Ohm, 4K99, 50mW, R0201",Yageo,RC0100FR-075K11L,Panasonic,ERJ-1GMF5111C,Koa-Speer,RK73H1HTTC5111F
5K23,"Res, 5K23 Ohm, 5K11, 50mW, R0201",Yageo,RC0100FR-075K23L,Panasonic,ERJ-1GMF5231C,Koa-Speer,RK73H1HTTC5231F
5K36,"Res, 5K36 Ohm, 5K23, 50mW, R0201",Yageo,RC0100FR-075K36L,Panasonic,ERJ-1GMF5361C,Koa-Speer,RK73H1HTTC5361F
5K49,"Res, 5K49 Ohm, 5K36, 50mW, R0201",Yageo,RC0100FR-075K49L,Panasonic,ERJ-1GMF5491C,Koa-Speer,RK73H1HTTC5491F
5K62,"Res, 5K62 Ohm, 5K49, 50mW, R0201",Yageo,RC0100FR-075K62L,Panasonic,ERJ-1GMF5621C,Koa-Speer,RK73H1HTTC5621F
5K76,"Res, 5K76 Ohm, 5K62, 50mW, R0201",Yageo,RC0100FR-075K76L,Panasonic,ERJ-1GMF5761C,Koa-Speer,RK73H1HTTC5761F
5K9,"Res, 5K9 Ohm, 5K76, 50mW, R0201",Yageo,RC0100FR-075K9L,Panasonic,ERJ-1GMF5901C,Koa-Speer,RK73H1HTTC5901F
6K04,"Res, 6K04 Ohm, 5K9, 50mW, R0201",Yageo,RC0100FR-076K04L,Panasonic,ERJ-1GMF6041C,Koa-Speer,RK73H1HTTC6041F
6K19,"Res, 6K19 Ohm, 6K04, 50mW, R0201",Yageo,RC0100FR-076K19L,Panasonic,ERJ-1GMF6191C,Koa-Speer,RK73H1HTTC6191F
6K34,"Res, 6K34 Ohm, 6K19, 50mW, R0201",Yageo,RC0100FR-076K34L,Panasonic,ERJ-1GMF6341C,Koa-Speer,RK73H1HTTC6341F
6K49,"Res, 6K49 Ohm, 6K34, 50mW, R0201",Yageo,RC0100FR-076K49L,Panasonic,ERJ-1GMF6491C,Koa-Speer,RK73H1HTTC6491F
6K65,"Res, 6K65 Ohm, 6K49, 50mW, R0201",Yageo,RC0100FR-076K65L,Panasonic,ERJ-1GMF6651C,Koa-Speer,RK73H1HTTC6651F
6K81,"Res, 6K81 Ohm, 6K65, 50mW, R0201",Yageo,RC0100FR-076K81L,Panasonic,ERJ-1GMF6811C,Koa-Speer,RK73H1HTTC6811F
6K98,"Res, 6K98 Ohm, 6K81, 50mW, R0201",Yageo,RC0100FR-076K98L,Panasonic,ERJ-1GMF6981C,Koa-Speer,RK73H1HTTC6981F
7K15,"Res, 7K15 Ohm, 6K98, 50mW, R0201",Yageo,RC0100FR-077K15L,Panasonic,ERJ-1GMF7151C,Koa-Speer,RK73H1HTTC7151F
7K32,"Res, 7K32 Ohm, 7K15, 50mW, R0201",Yageo,RC0100FR-077K32L,Panasonic,ERJ-1GMF7321C,Koa-Speer,RK73H1HTTC7321F
7K5,"Res, 7K5 Ohm, 7K32, 50mW, R0201",Yageo,RC0100FR-077K5L,Panasonic,ERJ-1GMF7501C,Koa-Speer,RK73H1HTTC7501F
7K68,"Res, 7K68 Ohm, 7K5, 50mW, R0201",Yageo,RC0100FR-077K68L,Panasonic,ERJ-1GMF7681C,Koa-Speer,RK73H1HTTC7681F
7K87,"Res, 7K87 Ohm, 7K68, 50mW, R0201",Yageo,RC0100FR-077K87L,Panasonic,ERJ-1GMF7871C,Koa-Speer,RK73H1HTTC7871F
8K06,"Res, 8K06 Ohm, 7K87, 50mW, R0201",Yageo,RC0100FR-078K06L,Panasonic,ERJ-1GMF8061C,Koa-Speer,RK73H1HTTC8061F
8K25,"Res, 8K25 Ohm, 8K06, 50mW, R0201",Yageo,RC0100FR-078K25L,Panasonic,ERJ-1GMF8251C,Koa-Speer,RK73H1HTTC8251F
8K45,"Res, 8K45 Ohm, 8K25, 50mW, R0201",Yageo,RC0100FR-078K45L,Panasonic,ERJ-1GMF8451C,Koa-Speer,RK73H1HTTC8451F
8K66,"Res, 8K66 Ohm, 8K45, 50mW, R0201",Yageo,RC0100FR-078K66L,Panasonic,ERJ-1GMF8661C,Koa-Speer,RK73H1HTTC8661F
8K87,"Res, 8K87 Ohm, 8K66, 50mW, R0201",Yageo,RC0100FR-078K87L,Panasonic,ERJ-1GMF8871C,Koa-Speer,RK73H1HTTC8871F
9K09,"Res, 9K09 Ohm, 8K87, 50mW, R0201",Yageo,RC0100FR-079K09L,Panasonic,ERJ-1GMF9091C,Koa-Speer,RK73H1HTTC9091F
9K31,"Res, 9K31 Ohm, 9K09, 50mW, R0201",Yageo,RC0100FR-079K31L,Panasonic,ERJ-1GMF9311C,Koa-Speer,RK73H1HTTC9311F
9K53,"Res, 9K53 Ohm, 9K31, 50mW, R0201",Yageo,RC0100FR-079K53L,Panasonic,ERJ-1GMF9531C,Koa-Speer,RK73H1HTTC9531F
9K76,"Res, 9K76 Ohm, 9K53, 50mW, R0201",Yageo,RC0100FR-079K76L,Panasonic,ERJ-1GMF9761C,Koa-Speer,RK73H1HTTC9761F
10K,"Res, 10K Ohm, 9K76, 50mW, R0201",Yageo,RC0100FR-0710KL,Panasonic,ERJ-1GMF1002C,Koa-Speer,RK73H1HTTC1002F
10K2,"Res, 10K2 Ohm, 10K, 50mW, R0201",Yageo,RC0100FR-0710K2L,Panasonic,ERJ-1GMF1022C,Koa-Speer,RK73H1HTTC1022F
10K5,"Res, 10K5 Ohm, 10K2, 50mW, R0201",Yageo,RC0100FR-0710K5L,Panasonic,ERJ-1GMF1052C,Koa-Speer,RK73H1HTTC1052F
10K7,"Res, 10K7 Ohm, 10K5, 50mW, R0201",Yageo,RC0100FR-0710K7L,Panasonic,ERJ-1GMF1072C,Koa-Speer,RK73H1HTTC1072F
11K,"Res, 11K Ohm, 10K7, 50mW, R0201",Yageo,RC0100FR-0711KL,Panasonic,ERJ-1GMF1102C,Koa-Speer,RK73H1HTTC1102F
11K3,"Res, 11K3 Ohm, 11K, 50mW, R0201",Yageo,RC0100FR-0711K3L,Panasonic,ERJ-1GMF1132C,Koa-Speer,RK73H1HTTC1132F
11K5,"Res, 11K5 Ohm, 11K3, 50mW, R0201",Yageo,RC0100FR-0711K5L,Panasonic,ERJ-1GMF1152C,Koa-Speer,RK73H1HTTC1152F
11K8,"Res, 11K8 Ohm, 11K5, 50mW, R0201",Yageo,RC0100FR-0711K8L,Panasonic,ERJ-1GMF1182C,Koa-Speer,RK73H1HTTC1182F
12K1,"Res, 12K1 Ohm, 11K8, 50mW, R0201",Yageo,RC0100FR-0712K1L,Panasonic,ERJ-1GMF1212C,Koa-Speer,RK73H1HTTC1212F
12K4,"Res, 12K4 Ohm, 12K1, 50mW, R0201",Yageo,RC0100FR-0712K4L,Panasonic,ERJ-1GMF1242C,Koa-Speer,RK73H1HTTC1242F
12K7,"Res, 12K7 Ohm, 12K4, 50mW, R0201",Yageo,RC0100FR-0712K7L,Panasonic,ERJ-1GMF1272C,Koa-Speer,RK73H1HTTC1272F
13K,"Res, 13K Ohm, 12K7, 50mW, R0201",Yageo,RC0100FR-0713KL,Panasonic,ERJ-1GMF1302C,Koa-Speer,RK73H1HTTC1302F
13K3,"Res, 13K3 Ohm, 13K, 50mW, R0201",Yageo,RC0100FR-0713K3L,Panasonic,ERJ-1GMF1332C,Koa-Speer,RK73H1HTTC1332F
13K7,"Res, 13K7 Ohm, 13K3, 50mW, R0201",Yageo,RC0100FR-0713K7L,Panasonic,ERJ-1GMF1372C,Koa-Speer,RK73H1HTTC1372F
14K,"Res, 14K Ohm, 13K7, 50mW, R0201",Yageo,RC0100FR-0714KL,Panasonic,ERJ-1GMF1402C,Koa-Speer,RK73H1HTTC1402F
14K3,"Res, 14K3 Ohm, 14K, 50mW, R0201",Yageo,RC0100FR-0714K3L,Panasonic,ERJ-1GMF1432C,Koa-Speer,RK73H1HTTC1432F
14K7,"Res, 14K7 Ohm, 14K3, 50mW, R0201",Yageo,RC0100FR-0714K7L,Panasonic,ERJ-1GMF1472C,Koa-Speer,RK73H1HTTC1472F
15K,"Res, 15K Ohm, 14K7, 50mW, R0201",Yageo,RC0100FR-0715KL,Panasonic,ERJ-1GMF1502C,Koa-Speer,RK73H1HTTC1502F
15K4,"Res, 15K4 Ohm, 15K, 50mW, R0201",Yageo,RC0100FR-0715K4L,Panasonic,ERJ-1GMF1542C,Koa-Speer,RK73H1HTTC1542F
15K8,"Res, 15K8 Ohm, 15K4, 50mW, R0201",Yageo,RC0100FR-0715K8L,Panasonic,ERJ-1GMF1582C,Koa-Speer,RK73H1HTTC1582F
16K2,"Res, 16K2 Ohm, 15K8, 50mW, R0201",Yageo,RC0100FR-0716K2L,Panasonic,ERJ-1GMF1622C,Koa-Speer,RK73H1HTTC1622F
16K5,"Res, 16K5 Ohm, 16K2, 50mW, R0201",Yageo,RC0100FR-0716K5L,Panasonic,ERJ-1GMF1652C,Koa-Speer,RK73H1HTTC1652F
16K9,"Res, 16K9 Ohm, 16K5, 50mW, R0201",Yageo,RC0100FR-0716K9L,Panasonic,ERJ-1GMF1692C,Koa-Speer,RK73H1HTTC1692F
17K4,"Res, 17K4 Ohm, 16K9, 50mW, R0201",Yageo,RC0100FR-0717K4L,Panasonic,ERJ-1GMF1742C,Koa-Speer,RK73H1HTTC1742F
17K8,"Res, 17K8 Ohm, 17K4, 50mW, R0201",Yageo,RC0100FR-0717K8L,Panasonic,ERJ-1GMF1782C,Koa-Speer,RK73H1HTTC1782F
18K2,"Res, 18K2 Ohm, 17K8, 50mW, R0201",Yageo,RC0100FR-0718K2L,Panasonic,ERJ-1GMF1822C,Koa-Speer,RK73H1HTTC1822F
18K7,"Res, 18K7 Ohm, 18K2, 50mW, R0201",Yageo,RC0100FR-0718K7L,Panasonic,ERJ-1GMF1872C,Koa-Speer,RK73H1HTTC1872F
19K1,"Res, 19K1 Ohm, 18K7, 50mW, R0201",Yageo,RC0100FR-0719K1L,Panasonic,ERJ-1GMF1912C,Koa-Speer,RK73H1HTTC1912F
19K6,"Res, 19K6 Ohm, 19K1, 50mW, R0201",Yageo,RC0100FR-0719K6L,Panasonic,ERJ-1GMF1962C,Koa-Speer,RK73H1HTTC1962F
20K,"Res, 20K Ohm, 19K6, 50mW, R0201",Yageo,RC0100FR-0720KL,Panasonic,ERJ-1GMF2002C,Koa-Speer,RK73H1HTTC2002F
20K5,"Res, 20K5 Ohm, 20K, 50mW, R0201",Yageo,RC0100FR-0720K5L,Panasonic,ERJ-1GMF2052C,Koa-Speer,RK73H1HTTC2052F
21K,"Res, 21K Ohm, 20K5, 50mW, R0201",Yageo,RC0100FR-0721KL,Panasonic,ERJ-1GMF2102C,Koa-Speer,RK73H1HTTC2102F
21K5,"Res, 21K5 Ohm, 21K, 50mW, R0201",Yageo,RC0100FR-0721K5L,Panasonic,ERJ-1GMF2152C,Koa-Speer,RK73H1HTTC2152F
22K1,"Res, 22K1 Ohm, 21K5, 50mW, R0201",Yageo,RC0100FR-0722K1L,Panasonic,ERJ-1GMF2212C,Koa-Speer,RK73H1HTTC2212F
22K6,"Res, 22K6 Ohm, 22K1, 50mW, R0201",Yageo,RC0100FR-0722K6L,Panasonic,ERJ-1GMF2262C,Koa-Speer,RK73H1HTTC2262F
23K2,"Res, 23K2 Ohm, 22K6, 50mW, R0201",Yageo,RC0100FR-0723K2L,Panasonic,ERJ-1GMF2322C,Koa-Speer,RK73H1HTTC2322F
23K7,"Res, 23K7 Ohm, 23K2, 50mW, R0201",Yageo,RC0100FR-0723K7L,Panasonic,ERJ-1GMF2372C,Koa-Speer,RK73H1HTTC2372F
24K3,"Res, 24K3 Ohm, 23K7, 50mW, R0201",Yageo,RC0100FR-0724K3L,Panasonic,ERJ-1GMF2432C,Koa-Speer,RK73H1HTTC2432F
24K9,"Res, 24K9 Ohm, 24K3, 50mW, R0201",Yageo,RC0100FR-0724K9L,Panasonic,ERJ-1GMF2492C,Koa-Speer,RK73H1HTTC2492F
25K5,"Res, 25K5 Ohm, 24K9, 50mW, R0201",Yageo,RC0100FR-0725K5L,Panasonic,ERJ-1GMF2552C,Koa-Speer,RK73H1HTTC2552F
26K1,"Res, 26K1 Ohm, 25K5, 50mW, R0201",Yageo,RC0100FR-0726K1L,Panasonic,ERJ-1GMF2612C,Koa-Speer,RK73H1HTTC2612F
26K7,"Res, 26K7 Ohm, 26K1, 50mW, R0201",Yageo,RC0100FR-0726K7L,Panasonic,ERJ-1GMF2672C,Koa-Speer,RK73H1HTTC2672F
27K4,"Res, 27K4 Ohm, 26K7, 50mW, R0201",Yageo,RC0100FR-0727K4L,Panasonic,ERJ-1GMF2742C,Koa-Speer,RK73H1HTTC2742F
28K,"Res, 28K Ohm, 27K4, 50mW, R0201",Yageo,RC0100FR-0728KL,Panasonic,ERJ-1GMF2802C,Koa-Speer,RK73H1HTTC2802F
28K7,"Res, 28K7 Ohm, 28K, 50mW, R0201",Yageo,RC0100FR-0728K7L,Panasonic,ERJ-1GMF2872C,Koa-Speer,RK73H1HTTC2872F
29K4,"Res, 29K4 Ohm, 28K7, 50mW, R0201",Yageo,RC0100FR-0729K4L,Panasonic,ERJ-1GMF2942C,Koa-Speer,RK73H1HTTC2942F
30K1,"Res, 30K1 Ohm, 29K4, 50mW, R0201",Yageo,RC0100FR-0730K1L,Panasonic,ERJ-1GMF3012C,Koa-Speer,RK73H1HTTC3012F
30K9,"Res, 30K9 Ohm, 30K1, 50mW, R0201",Yageo,RC0100FR-0730K9L,Panasonic,ERJ-1GMF3092C,Koa-Speer,RK73H1HTTC3092F
31K6,"Res, 31K6 Ohm, 30K9, 50mW, R0201",Yageo,RC0100FR-0731K6L,Panasonic,ERJ-1GMF3162C,Koa-Speer,RK73H1HTTC3162F
32K4,"Res, 32K4 Ohm, 31K6, 50mW, R0201",Yageo,RC0100FR-0732K4L,Panasonic,ERJ-1GMF3242C,Koa-Speer,RK73H1HTTC3242F
33K2,"Res, 33K2 Ohm, 32K4, 50mW, R0201",Yageo,RC0100FR-0733K2L,Panasonic,ERJ-1GMF3322C,Koa-Speer,RK73H1HTTC3322F
34K,"Res, 34K Ohm, 33K2, 50mW, R0201",Yageo,RC0100FR-0734KL,Panasonic,ERJ-1GMF3402C,Koa-Speer,RK73H1HTTC3402F
34K8,"Res, 34K8 Ohm, 34K, 50mW, R0201",Yageo,RC0100FR-0734K8L,Panasonic,ERJ-1GMF3482C,Koa-Speer,RK73H1HTTC3482F
35K7,"Res, 35K7 Ohm, 34K8, 50mW, R0201",Yageo,RC0100FR-0735K7L,Panasonic,ERJ-1GMF3572C,Koa-Speer,RK73H1HTTC3572F
36K5,"Res, 36K5 Ohm, 35K7, 50mW, R0201",Yageo,RC0100FR-0736K5L,Panasonic,ERJ-1GMF3652C,Koa-Speer,RK73H1HTTC3652F
37K4,"Res, 37K4 Ohm, 36K5, 50mW, R0201",Yageo,RC0100FR-0737K4L,Panasonic,ERJ-1GMF3742C,Koa-Speer,RK73H1HTTC3742F
38K3,"Res, 38K3 Ohm, 37K4, 50mW, R0201",Yageo,RC0100FR-0738K3L,Panasonic,ERJ-1GMF3832C,Koa-Speer,RK73H1HTTC3832F
39K2,"Res, 39K2 Ohm, 38K3, 50mW, R0201",Yageo,RC0100FR-0739K2L,Panasonic,ERJ-1GMF3922C,Koa-Speer,RK73H1HTTC3922F
40K2,"Res, 40K2 Ohm, 39K2, 50mW, R0201",Yageo,RC0100FR-0740K2L,Panasonic,ERJ-1GMF4022C,Koa-Speer,RK73H1HTTC4022F
41K2,"Res, 41K2 Ohm, 40K2, 50mW, R0201",Yageo,RC0100FR-0741K2L,Panasonic,ERJ-1GMF4122C,Koa-Speer,RK73H1HTTC4122F
42K2,"Res, 42K2 Ohm, 41K2, 50mW, R0201",Yageo,RC0100FR-0742K2L,Panasonic,ERJ-1GMF4222C,Koa-Speer,RK73H1HTTC4222F
43K2,"Res, 43K2 Ohm, 42K2, 50mW, R0201",Yageo,RC0100FR-0743K2L,Panasonic,ERJ-1GMF4322C,Koa-Speer,RK73H1HTTC4322F
44K2,"Res, 44K2 Ohm, 43K2, 50mW, R0201",Yageo,RC0100FR-0744K2L,Panasonic,ERJ-1GMF4422C,Koa-Speer,RK73H1HTTC4422F
45K3,"Res, 45K3 Ohm, 44K2, 50mW, R0201",Yageo,RC0100FR-0745K3L,Panasonic,ERJ-1GMF4532C,Koa-Speer,RK73H1HTTC4532F
46K4,"Res, 46K4 Ohm, 45K3, 50mW, R0201",Yageo,RC0100FR-0746K4L,Panasonic,ERJ-1GMF4642C,Koa-Speer,RK73H1HTTC4642F
47K5,"Res, 47K5 Ohm, 46K4, 50mW, R0201",Yageo,RC0100FR-0747K5L,Panasonic,ERJ-1GMF4752C,Koa-Speer,RK73H1HTTC4752F
48K7,"Res, 48K7 Ohm, 47K5, 50mW, R0201",Yageo,RC0100FR-0748K7L,Panasonic,ERJ-1GMF4872C,Koa-Speer,RK73H1HTTC4872F
49K9,"Res, 49K9 Ohm, 48K7, 50mW, R0201",Yageo,RC0100FR-0749K9L,Panasonic,ERJ-1GMF4992C,Koa-Speer,RK73H1HTTC4992F
51K1,"Res, 51K1 Ohm, 49K9, 50mW, R0201",Yageo,RC0100FR-0751K1L,Panasonic,ERJ-1GMF5112C,Koa-Speer,RK73H1HTTC5112F
52K3,"Res, 52K3 Ohm, 51K1, 50mW, R0201",Yageo,RC0100FR-0752K3L,Panasonic,ERJ-1GMF5232C,Koa-Speer,RK73H1HTTC5232F
53K6,"Res, 53K6 Ohm, 52K3, 50mW, R0201",Yageo,RC0100FR-0753K6L,Panasonic,ERJ-1GMF5362C,Koa-Speer,RK73H1HTTC5362F
54K9,"Res, 54K9 Ohm, 53K6, 50mW, R0201",Yageo,RC0100FR-0754K9L,Panasonic,ERJ-1GMF5492C,Koa-Speer,RK73H1HTTC5492F
56K2,"Res, 56K2 Ohm, 54K9, 50mW, R0201",Yageo,RC0100FR-0756K2L,Panasonic,ERJ-1GMF5622C,Koa-Speer,RK73H1HTTC5622F
57K6,"Res, 57K6 Ohm, 56K2, 50mW, R0201",Yageo,RC0100FR-0757K6L,Panasonic,ERJ-1GMF5762C,Koa-Speer,RK73H1HTTC5762F
59K,"Res, 59K Ohm, 57K6, 50mW, R0201",Yageo,RC0100FR-0759KL,Panasonic,ERJ-1GMF5902C,Koa-Speer,RK73H1HTTC5902F
60K4,"Res, 60K4 Ohm, 59K, 50mW, R0201",Yageo,RC0100FR-0760K4L,Panasonic,ERJ-1GMF6042C,Koa-Speer,RK73H1HTTC6042F
61K9,"Res, 61K9 Ohm, 60K4, 50mW, R0201",Yageo,RC0100FR-0761K9L,Panasonic,ERJ-1GMF6192C,Koa-Speer,RK73H1HTTC6192F
63K4,"Res, 63K4 Ohm, 61K9, 50mW, R0201",Yageo,RC0100FR-0763K4L,Panasonic,ERJ-1GMF6342C,Koa-Speer,RK73H1HTTC6342F
64K9,"Res, 64K9 Ohm, 63K4, 50mW, R0201",Yageo,RC0100FR-0764K9L,Panasonic,ERJ-1GMF6492C,Koa-Speer,RK73H1HTTC6492F
66K5,"Res, 66K5 Ohm, 64K9, 50mW, R0201",Yageo,RC0100FR-0766K5L,Panasonic,ERJ-1GMF6652C,Koa-Speer,RK73H1HTTC6652F
68K1,"Res, 68K1 Ohm, 66K5, 50mW, R0201",Yageo,RC0100FR-0768K1L,Panasonic,ERJ-1GMF6812C,Koa-Speer,RK73H1HTTC6812F
69K8,"Res, 69K8 Ohm, 68K1, 50mW, R0201",Yageo,RC0100FR-0769K8L,Panasonic,ERJ-1GMF6982C,Koa-Speer,RK73H1HTTC6982F
71K5,"Res, 71K5 Ohm, 69K8, 50mW, R0201",Yageo,RC0100FR-0771K5L,Panasonic,ERJ-1GMF7152C,Koa-Speer,RK73H1HTTC7152F
