1%,Tolerance,,,,,,
Value,Description,MFG #1,P/N #1,MFG #2,P/N #2,MFG #3,P/N #3
84K5,"Res, 84K5 Ohm, 82K5, 100mW, R0603",Yageo,RC0603FR-0784K5P,Panasonic,ERJ-U03F8452V,Koa-Speer,RK73H1JTTD8452F
86K6,"Res, 86K6 Ohm, 84K5, 100mW, R0603",Yageo,RC0603FR-0786K6P,Panasonic,ERJ-U03F8662V,Koa-Speer,RK73H1JTTD8662F
88K7,"Res, 88K7 Ohm, 86K6, 100mW, R0603",Yageo,RC0603FR-0788K7P,Panasonic,ERJ-U03F8872V,Koa-Speer,RK73H1JTTD8872F
90K9,"Res, 90K9 Ohm, 88K7, 100mW, R0603",Yageo,RC0603FR-0790K9P,Panasonic,ERJ-U03F9092V,Koa-Speer,RK73H1JTTD9092F
93K1,"Res, 93K1 Ohm, 90K9, 100mW, R0603",Yageo,RC0603FR-0793K1P,Panasonic,ERJ-U03F9312V,Koa-Speer,RK73H1JTTD9312F
95K3,"Res, 95K3 Ohm, 93K1, 100mW, R0603",Yageo,RC0603FR-0795K3P,Panasonic,ERJ-U03F9532V,Koa-Speer,RK73H1JTTD9532F
97K6,"Res, 97K6 Ohm, 95K3, 100mW, R0603",Yageo,RC0603FR-0797K6P,Panasonic,ERJ-U03F9762V,Koa-Speer,RK73H1JTTD9762F
100K,"Res, 100K Ohm, 97K6, 100mW, R0603",Yageo,RC0603FR-07100KP,Panasonic,ERJ-U03F1003V,Koa-Speer,RK73H1JTTD1003F
102K,"Res, 102K Ohm, 100K, 100mW, R0603",Yageo,RC0603FR-07102KP,Panasonic,ERJ-U03F1023V,Koa-Speer,RK73H1JTTD1023F
105K,"Res, 105K Ohm, 102K, 100mW, R0603",Yageo,RC0603FR-07105KP,Panasonic,ERJ-U03F1053V,Koa-Speer,RK73H1JTTD1053F
107K,"Res, 107K Ohm, 105K, 100mW, R0603",Yageo,RC0603FR-07107KP,Panasonic,ERJ-U03F1073V,Koa-Speer,RK73H1JTTD1073F
110K,"Res, 110K Ohm, 107K, 100mW, R0603",Yageo,RC0603FR-07110KP,Panasonic,ERJ-U03F1103V,Koa-Speer,RK73H1JTTD1103F
113K,"Res, 113K Ohm, 110K, 100mW, R0603",Yageo,RC0603FR-07113KP,Panasonic,ERJ-U03F1133V,Koa-Speer,RK73H1JTTD1133F
115K,"Res, 115K Ohm, 113K, 100mW, R0603",Yageo,RC0603FR-07115KP,Panasonic,ERJ-U03F1153V,Koa-Speer,RK73H1JTTD1153F
118K,"Res, 118K Ohm, 115K, 100mW, R0603",Yageo,RC0603FR-07118KP,Panasonic,ERJ-U03F1183V,Koa-Speer,RK73H1JTTD1183F
121K,"Res, 121K Ohm, 118K, 100mW, R0603",Yageo,RC0603FR-07121KP,Panasonic,ERJ-U03F1213V,Koa-Speer,RK73H1JTTD1213F
124K,"Res, 124K Ohm, 121K, 100mW, R0603",Yageo,RC0603FR-07124KP,Panasonic,ERJ-U03F1243V,Koa-Speer,RK73H1JTTD1243F
127K,"Res, 127K Ohm, 124K, 100mW, R0603",Yageo,RC0603FR-07127KP,Panasonic,ERJ-U03F1273V,Koa-Speer,RK73H1JTTD1273F
130K,"Res, 130K Ohm, 127K, 100mW, R0603",Yageo,RC0603FR-07130KP,Panasonic,ERJ-U03F1303V,Koa-Speer,RK73H1JTTD1303F
133K,"Res, 133K Ohm, 130K, 100mW, R0603",Yageo,RC0603FR-07133KP,Panasonic,ERJ-U03F1333V,Koa-Speer,RK73H1JTTD1333F
137K,"Res, 137K Ohm, 133K, 100mW, R0603",Yageo,RC0603FR-07137KP,Panasonic,ERJ-U03F1373V,Koa-Speer,RK73H1JTTD1373F
140K,"Res, 140K Ohm, 137K, 100mW, R0603",Yageo,RC0603FR-07140KP,Panasonic,ERJ-U03F1403V,Koa-Speer,RK73H1JTTD1403F
143K,"Res, 143K Ohm, 140K, 100mW, R0603",Yageo,RC0603FR-07143KP,Panasonic,ERJ-U03F1433V,Koa-Speer,RK73H1JTTD1433F
147K,"Res, 147K Ohm, 143K, 100mW, R0603",Yageo,RC0603FR-07147KP,Panasonic,ERJ-U03F1473V,Koa-Speer,RK73H1JTTD1473F
150K,"Res, 150K Ohm, 147K, 100mW, R0603",Yageo,RC0603FR-07150KP,Panasonic,ERJ-U03F1503V,Koa-Speer,RK73H1JTTD1503F
154K,"Res, 154K Ohm, 150K, 100mW, R0603",Yageo,RC0603FR-07154KP,Panasonic,ERJ-U03F1543V,Koa-Speer,RK73H1JTTD1543F
158K,"Res, 158K Ohm, 154K, 100mW, R0603",Yageo,RC0603FR-07158KP,Panasonic,ERJ-U03F1583V,Koa-Speer,RK73H1JTTD1583F
162K,"Res, 162K Ohm, 158K, 100mW, R0603",Yageo,RC0603FR-07162KP,Panasonic,ERJ-U03F1623V,Koa-Speer,RK73H1JTTD1623F
165K,"Res, 165K Ohm, 162K, 100mW, R0603",Yageo,RC0603FR-07165KP,Panasonic,ERJ-U03F1653V,Koa-Speer,RK73H1JTTD1653F
169K,"Res, 169K Ohm, 165K, 100mW, R0603",Yageo,RC0603FR-07169KP,Panasonic,ERJ-U03F1693V,Koa-Speer,RK73H1JTTD1693F
174K,"Res, 174K Ohm, 169K, 100mW, R0603",Yageo,RC0603FR-07174KP,Panasonic,ERJ-U03F1743V,Koa-Speer,RK73H1JTTD1743F
178K,"Res, 178K Ohm, 174K, 100mW, R0603",Yageo,RC0603FR-07178KP,Panasonic,ERJ-U03F1783V,Koa-Speer,RK73H1JTTD1783F
182K,"Res, 182K Ohm, 178K, 100mW, R0603",Yageo,RC0603FR-07182KP,Panasonic,ERJ-U03F1823V,Koa-Speer,RK73H1JTTD1823F
187K,"Res, 187K Ohm, 182K, 100mW, R0603",Yageo,RC0603FR-07187KP,Panasonic,ERJ-U03F1873V,Koa-Speer,RK73H1JTTD1873F
191K,"Res, 191K Ohm, 187K, 100mW, R0603",Yageo,RC0603FR-07191KP,Panasonic,ERJ-U03F1913V,Koa-Speer,RK73H1JTTD1913F
196K,"Res, 196K Ohm, 191K, 100mW, R0603",Yageo,RC0603FR-07196KP,Panasonic,ERJ-U03F1963V,Koa-Speer,RK73H1JTTD1963F
200K,"Res, 200K Ohm, 196K, 100mW, R0603",Yageo,RC0603FR-07200KP,Panasonic,ERJ-U03F2003V,Koa-Speer,RK73H1JTTD2003F
205K,"Res, 205K Ohm, 200K, 100mW, R0603",Yageo,RC0603FR-07205KP,Panasonic,ERJ-U03F2053V,Koa-Speer,RK73H1JTTD2053F
210K,"Res, 210K Ohm, 205K, 100mW, R0603",Yageo,RC0603FR-07210KP,Panasonic,ERJ-U03F2103V,Koa-Speer,RK73H1JTTD2103F
215K,"Res, 215K Ohm, 210K, 100mW, R0603",Yageo,RC0603FR-07215KP,Panasonic,ERJ-U03F2153V,Koa-Speer,RK73H1JTTD2153F
221K,"Res, 221K Ohm, 215K, 100mW, R0603",Yageo,RC0603FR-07221KP,Panasonic,ERJ-U03F2213V,Koa-Speer,RK73H1JTTD2213F
226K,"Res, 226K Ohm, 221K, 100mW, R0603",Yageo,RC0603FR-07226KP,Panasonic,ERJ-U03F2263V,Koa-Speer,RK73H1JTTD2263F
232K,"Res, 232K Ohm, 226K, 100mW, R0603",Yageo,RC0603FR-07232KP,Panasonic,ERJ-U03F2323V,Koa-Speer,RK73H1JTTD2323F
237K,"Res, 237K Ohm, 232K, 100mW, R0603",Yageo,RC0603FR-07237KP,Panasonic,ERJ-U03F2373V,Koa-Speer,RK73H1JTTD2373F
243K,"Res, 243K Ohm, 237K, 100mW, R0603",Yageo,RC0603FR-07243KP,Panasonic,ERJ-U03F2433V,Koa-Speer,RK73H1JTTD2433F
249K,"Res, 249K Ohm, 243K, 100mW, R0603",Yageo,RC0603FR-07249KP,Panasonic,ERJ-U03F2493V,Koa-Speer,RK73H1JTTD2493F
255K,"Res, 255K Ohm, 249K, 100mW, R0603",Yageo,RC0603FR-07255KP,Panasonic,ERJ-U03F2553V,Koa-Speer,RK73H1JTTD2553F
261K,"Res, 261K Ohm, 255K, 100mW, R0603",Yageo,RC0603FR-07261KP,Panasonic,ERJ-U03F2613V,Koa-Speer,RK73H1JTTD2613F
267K,"Res, 267K Ohm, 261K, 100mW, R0603",Yageo,RC0603FR-07267KP,Panasonic,ERJ-U03F2673V,Koa-Speer,RK73H1JTTD2673F
274K,"Res, 274K Ohm, 267K, 100mW, R0603",Yageo,RC0603FR-07274KP,Panasonic,ERJ-U03F2743V,Koa-Speer,RK73H1JTTD2743F
280K,"Res, 280K Ohm, 274K, 100mW, R0603",Yageo,RC0603FR-07280KP,Panasonic,ERJ-U03F2803V,Koa-Speer,RK73H1JTTD2803F
287K,"Res, 287K Ohm, 280K, 100mW, R0603",Yageo,RC0603FR-07287KP,Panasonic,ERJ-U03F2873V,Koa-Speer,RK73H1JTTD2873F
294K,"Res, 294K Ohm, 287K, 100mW, R0603",Yageo,RC0603FR-07294KP,Panasonic,ERJ-U03F2943V,Koa-Speer,RK73H1JTTD2943F
301K,"Res, 301K Ohm, 294K, 100mW, R0603",Yageo,RC0603FR-07301KP,Panasonic,ERJ-U03F3013V,Koa-Speer,RK73H1JTTD3013F
309K,"Res, 309K Ohm, 301K, 100mW, R0603",Yageo,RC0603FR-07309KP,Panasonic,ERJ-U03F3093V,Koa-Speer,RK73H1JTTD3093F
316K,"Res, 316K Ohm, 309K, 100mW, R0603",Yageo,RC0603FR-07316KP,Panasonic,ERJ-U03F3163V,Koa-Speer,RK73H1JTTD3163F
324K,"Res, 324K Ohm, 316K, 100mW, R0603",Yageo,RC0603FR-07324KP,Panasonic,ERJ-U03F3243V,Koa-Speer,RK73H1JTTD3243F
332K,"Res, 332K Ohm, 324K, 100mW, R0603",Yageo,RC0603FR-07332KP,Panasonic,ERJ-U03F3323V,Koa-Speer,RK73H1JTTD3323F
340K,"Res, 340K Ohm, 332K, 100mW, R0603",Yageo,RC0603FR-07340KP,Panasonic,ERJ-U03F3403V,Koa-Speer,RK73H1JTTD3403F
348K,"Res, 348K Ohm, 340K, 100mW, R0603",Yageo,RC0603FR-07348KP,Panasonic,ERJ-U03F3483V,Koa-Speer,RK73H1JTTD3483F
357K,"Res, 357K Ohm, 348K, 100mW, R0603",Yageo,RC0603FR-07357KP,Panasonic,ERJ-U03F3573V,Koa-Speer,RK73H1JTTD3573F
365K,"Res, 365K Ohm, 357K, 100mW, R0603",Yageo,RC0603FR-07365KP,Panasonic,ERJ-U03F3653V,Koa-Speer,RK73H1JTTD3653F
374K,"Res, 374K Ohm, 365K, 100mW, R0603",Yageo,RC0603FR-07374KP,Panasonic,ERJ-U03F3743V,Koa-Speer,RK73H1JTTD3743F
383K,"Res, 383K Ohm, 374K, 100mW, R0603",Yageo,RC0603FR-07383KP,Panasonic,ERJ-U03F3833V,Koa-Speer,RK73H1JTTD3833F
392K,"Res, 392K Ohm, 383K, 100mW, R0603",Yageo,RC0603FR-07392KP,Panasonic,ERJ-U03F3923V,Koa-Speer,RK73H1JTTD3923F
402K,"Res, 402K Ohm, 392K, 100mW, R0603",Yageo,RC0603FR-07402KP,Panasonic,ERJ-U03F4023V,Koa-Speer,RK73H1JTTD4023F
412K,"Res, 412K Ohm, 402K, 100mW, R0603",Yageo,RC0603FR-07412KP,Panasonic,ERJ-U03F4123V,Koa-Speer,RK73H1JTTD4123F
422K,"Res, 422K Ohm, 412K, 100mW, R0603",Yageo,RC0603FR-07422KP,Panasonic,ERJ-U03F4223V,Koa-Speer,RK73H1JTTD4223F
432K,"Res, 432K Ohm, 422K, 100mW, R0603",Yageo,RC0603FR-07432KP,Panasonic,ERJ-U03F4323V,Koa-Speer,RK73H1JTTD4323F
442K,"Res, 442K Ohm, 432K, 100mW, R0603",Yageo,RC0603FR-07442KP,Panasonic,ERJ-U03F4423V,Koa-Speer,RK73H1JTTD4423F
453K,"Res, 453K Ohm, 442K, 100mW, R0603",Yageo,RC0603FR-07453KP,Panasonic,ERJ-U03F4533V,Koa-Speer,RK73H1JTTD4533F
464K,"Res, 464K Ohm, 453K, 100mW, R0603",Yageo,RC0603FR-07464KP,Panasonic,ERJ-U03F4643V,Koa-Speer,RK73H1JTTD4643F
475K,"Res, 475K Ohm, 464K, 100mW, R0603",Yageo,RC0603FR-07475KP,Panasonic,ERJ-U03F4753V,Koa-Speer,RK73H1JTTD4753F
487K,"Res, 487K Ohm, 475K, 100mW, R0603",Yageo,RC0603FR-07487KP,Panasonic,ERJ-U03F4873V,Koa-Speer,RK73H1JTTD4873F
499K,"Res, 499K Ohm, 487K, 100mW, R0603",Yageo,RC0603FR-07499KP,Panasonic,ERJ-U03F4993V,Koa-Speer,RK73H1JTTD4993F
511K,"Res, 511K Ohm, 499K, 100mW, R0603",Yageo,RC0603FR-07511KP,Panasonic,ERJ-U03F5113V,Koa-Speer,RK73H1JTTD5113F
523K,"Res, 523K Ohm, 511K, 100mW, R0603",Yageo,RC0603FR-07523KP,Panasonic,ERJ-U03F5233V,Koa-Speer,RK73H1JTTD5233F
536K,"Res, 536K Ohm, 523K, 100mW, R0603",Yageo,RC0603FR-07536KP,Panasonic,ERJ-U03F5363V,Koa-Speer,RK73H1JTTD5363F
549K,"Res, 549K Ohm, 536K, 100mW, R0603",Yageo,RC0603FR-07549KP,Panasonic,ERJ-U03F5493V,Koa-Speer,RK73H1JTTD5493F
562K,"Res, 562K Ohm, 549K, 100mW, R0603",Yageo,RC0603FR-07562KP,Panasonic,ERJ-U03F5623V,Koa-Speer,RK73H1JTTD5623F
576K,"Res, 576K Ohm, 562K, 100mW, R0603",Yageo,RC0603FR-07576KP,Panasonic,ERJ-U03F5763V,Koa-Speer,RK73H1JTTD5763F
590K,"Res, 590K Ohm, 576K, 100mW, R0603",Yageo,RC0603FR-07590KP,Panasonic,ERJ-U03F5903V,Koa-Speer,RK73H1JTTD5903F
604K,"Res, 604K Ohm, 590K, 100mW, R0603",Yageo,RC0603FR-07604KP,Panasonic,ERJ-U03F6043V,Koa-Speer,RK73H1JTTD6043F
619K,"Res, 619K Ohm, 604K, 100mW, R0603",Yageo,RC0603FR-07619KP,Panasonic,ERJ-U03F6193V,Koa-Speer,RK73H1JTTD6193F
634K,"Res, 634K Ohm, 619K, 100mW, R0603",Yageo,RC0603FR-07634KP,Panasonic,ERJ-U03F6343V,Koa-Speer,RK73H1JTTD6343F
649K,"Res, 649K Ohm, 634K, 100mW, R0603",Yageo,RC0603FR-07649KP,Panasonic,ERJ-U03F6493V,Koa-Speer,RK73H1JTTD6493F
665K,"Res, 665K Ohm, 649K, 100mW, R0603",Yageo,RC0603FR-07665KP,Panasonic,ERJ-U03F6653V,Koa-Speer,RK73H1JTTD6653F
681K,"Res, 681K Ohm, 665K, 100mW, R0603",Yageo,RC0603FR-07681KP,Panasonic,ERJ-U03F6813V,Koa-Speer,RK73H1JTTD6813F
698K,"Res, 698K Ohm, 681K, 100mW, R0603",Yageo,RC0603FR-07698KP,Panasonic,ERJ-U03F6983V,Koa-Speer,RK73H1JTTD6983F
715K,"Res, 715K Ohm, 698K, 100mW, R0603",Yageo,RC0603FR-07715KP,Panasonic,ERJ-U03F7153V,Koa-Speer,RK73H1JTTD7153F
732K,"Res, 732K Ohm, 715K, 100mW, R0603",Yageo,RC0603FR-07732KP,Panasonic,ERJ-U03F7323V,Koa-Speer,RK73H1JTTD7323F
750K,"Res, 750K Ohm, 732K, 100mW, R0603",Yageo,RC0603FR-07750KP,Panasonic,ERJ-U03F7503V,Koa-Speer,RK73H1JTTD7503F
768K,"Res, 768K Ohm, 750K, 100mW, R0603",Yageo,RC0603FR-07768KP,Panasonic,ERJ-U03F7683V,Koa-Speer,RK73H1JTTD7683F
787K,"Res, 787K Ohm, 768K, 100mW, R0603",Yageo,RC0603FR-07787KP,Panasonic,ERJ-U03F7873V,Koa-Speer,RK73H1JTTD7873F
806K,"Res, 806K Ohm, 787K, 100mW, R0603",Yageo,RC0603FR-07806KP,Panasonic,ERJ-U03F8063V,Koa-Speer,RK73H1JTTD8063F
825K,"Res, 825K Ohm, 806K, 100mW, R0603",Yageo,RC0603FR-07825KP,Panasonic,ERJ-U03F8253V,Koa-Speer,RK73H1JTTD8253F
845K,"Res, 845K Ohm, 825K, 100mW, R0603",Yageo,RC0603FR-07845KP,Panasonic,ERJ-U03F8453V,Koa-Speer,RK73H1JTTD8453F
866K,"Res, 866K Ohm, 845K, 100mW, R0603",Yageo,RC0603FR-07866KP,Panasonic,ERJ-U03F8663V,Koa-Speer,RK73H1JTTD8663F
887K,"Res, 887K Ohm, 866K, 100mW, R0603",Yageo,RC0603FR-07887KP,Panasonic,ERJ-U03F8873V,Koa-Speer,RK73H1JTTD8873F
909K,"Res, 909K Ohm, 887K, 100mW, R0603",Yageo,RC0603FR-07909KP,Panasonic,ERJ-U03F9093V,Koa-Speer,RK73H1JTTD9093F
931K,"Res, 931K Ohm, 909K, 100mW, R0603",Yageo,RC0603FR-07931KP,Panasonic,ERJ-U03F9313V,Koa-Speer,RK73H1JTTD9313F
953K,"Res, 953K Ohm, 931K, 100mW, R0603",Yageo,RC0603FR-07953KP,Panasonic,ERJ-U03F9533V,Koa-Speer,RK73H1JTTD9533F
976K,"Res, 976K Ohm, 953K, 100mW, R0603",Yageo,RC0603FR-07976KP,Panasonic,ERJ-U03F9763V,Koa-Speer,RK73H1JTTD9763F
1M,"Res, 1M Ohm, 976K, 100mW, R0603",Yageo,RC0603FR-071MP,Panasonic,ERJ-U03F1004V,Koa-Speer,RK73H1JTTD1004F
